"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"08/08/2017";"0600";"15,3";"15,8";"15,2";"";"";"";"";"";"";"1020,1";"1020,2";"1020,1";"0,7";"275,0";"3,3";"";"0,0"
"08/08/2017";"0700";"15,6";"15,9";"15,3";"";"";"";"";"";"";"1019,9";"1020,2";"1019,9";"1,4";"295,0";"3,4";"";"0,0"
"08/08/2017";"0800";"15,0";"15,6";"15,0";"";"";"";"";"";"";"1020,0";"1020,0";"1019,9";"1,4";"287,0";"3,2";"";"0,0"
"08/08/2017";"0900";"14,3";"15,1";"14,3";"";"";"";"";"";"";"1020,4";"1020,4";"1020,0";"0,7";"265,0";"2,6";"";"0,0"
"08/08/2017";"1000";"15,9";"15,9";"14,1";"";"";"";"";"";"";"1021,1";"1021,2";"1020,4";"1,3";"270,0";"2,9";"68,30";"0,0"
"08/08/2017";"1100";"19,9";"19,9";"16,0";"71,0";"100,0";"70,0";"14,5";"17,3";"13,7";"1021,7";"1021,7";"1021,1";"1,7";"296,0";"3,6";"856,20";"0,0"
"08/08/2017";"1200";"22,8";"22,8";"19,9";"57,0";"71,0";"56,0";"13,8";"14,6";"13,0";"1022,4";"1022,4";"1021,7";"2,0";"305,0";"3,9";"1669,80";"0,0"
"08/08/2017";"1300";"22,7";"23,4";"22,3";"54,0";"57,0";"53,0";"12,9";"14,2";"12,5";"1022,2";"1022,6";"1022,2";"2,1";"288,0";"5,4";"1448,90";"0,0"
"08/08/2017";"1400";"24,2";"24,3";"22,7";"45,0";"56,0";"44,0";"11,4";"13,8";"11,4";"1021,8";"1022,2";"1021,8";"2,1";"297,0";"4,8";"1470,70";"0,0"
"08/08/2017";"1500";"25,6";"26,1";"24,0";"39,0";"46,0";"38,0";"10,5";"12,3";"10,2";"1021,0";"1021,8";"1021,0";"2,8";"305,0";"7,6";"2194,20";"0,0"
"08/08/2017";"1600";"26,5";"26,8";"25,3";"39,0";"42,0";"34,0";"11,4";"11,9";"9,5";"1020,0";"1021,0";"1020,0";"2,1";"359,0";"7,6";"2301,20";"0,0"
"08/08/2017";"1700";"25,9";"26,5";"25,4";"45,0";"47,0";"36,0";"13,2";"13,5";"9,7";"1018,8";"1020,0";"1018,8";"2,3";"15,0";"6,6";"2653,90";"0,0"
"08/08/2017";"1800";"25,4";"26,0";"25,2";"45,0";"46,0";"43,0";"12,8";"13,3";"12,0";"1018,2";"1018,8";"1018,2";"2,7";"34,0";"6,5";"2088,10";"0,0"
"08/08/2017";"1900";"24,6";"25,8";"24,6";"50,0";"50,0";"42,0";"13,5";"13,6";"11,5";"1018,0";"1018,1";"1017,8";"2,6";"48,0";"6,2";"1388,50";"0,0"
"08/08/2017";"2000";"22,7";"24,6";"22,7";"58,0";"58,0";"50,0";"14,0";"14,3";"13,4";"1018,2";"1018,2";"1018,0";"2,0";"33,0";"6,0";"322,20";"0,0"
"08/08/2017";"2100";"21,3";"22,7";"21,3";"67,0";"67,0";"58,0";"15,0";"15,0";"13,8";"1018,4";"1018,4";"1018,2";"1,7";"16,0";"6,2";"12,20";"0,0"
"08/08/2017";"2200";"20,3";"21,3";"20,0";"73,0";"74,0";"67,0";"15,3";"15,4";"15,0";"1018,9";"1018,9";"1018,4";"2,1";"14,0";"4,9";"";"0,0"
"08/08/2017";"2300";"19,8";"20,4";"19,8";"78,0";"78,0";"73,0";"15,8";"15,9";"15,3";"1019,4";"1019,4";"1018,9";"1,9";"351,0";"6,0";"";"0,0"
"09/08/2017";"0000";"19,5";"19,9";"19,4";"77,0";"80,0";"77,0";"15,4";"16,2";"15,3";"1019,5";"1019,6";"1019,3";"1,4";"341,0";"5,6";"";"0,0"
"09/08/2017";"0100";"19,4";"19,8";"19,3";"77,0";"78,0";"75,0";"15,3";"15,4";"15,1";"1019,6";"1019,6";"1019,5";"1,7";"343,0";"5,5";"";"0,0"
"09/08/2017";"0200";"17,2";"19,4";"17,2";"88,0";"88,0";"77,0";"15,2";"15,5";"15,1";"1019,2";"1019,6";"1019,2";"1,1";"314,0";"5,1";"";"0,0"
"09/08/2017";"0300";"16,8";"17,5";"16,7";"100,0";"100,0";"88,0";"16,8";"17,1";"15,2";"1018,6";"1019,2";"1018,6";"1,0";"328,0";"2,8";"";"0,0"
"09/08/2017";"0400";"16,7";"17,2";"16,4";"";"";"";"";"";"";"1017,9";"1018,6";"1017,9";"1,0";"334,0";"4,6";"";"0,0"
"09/08/2017";"0500";"15,6";"16,8";"15,6";"";"";"";"";"";"";"1017,2";"1017,9";"1017,1";"0,8";"310,0";"2,5";"";"0,0"
"09/08/2017";"0600";"15,6";"16,0";"15,5";"";"";"";"";"";"";"1016,6";"1017,2";"1016,6";"1,1";"305,0";"3,2";"";"0,0"
"09/08/2017";"0700";"15,4";"15,9";"15,3";"";"";"";"";"";"";"1016,0";"1016,6";"1016,0";"1,1";"317,0";"2,7";"";"0,0"
"09/08/2017";"0800";"15,1";"15,6";"14,9";"";"";"";"";"";"";"1016,0";"1016,1";"1015,9";"0,5";"350,0";"2,7";"";"0,0"
"09/08/2017";"0900";"15,0";"15,1";"14,4";"";"";"";"";"";"";"1016,2";"1016,2";"1016,0";"0,9";"323,0";"2,3";"";"0,0"
"09/08/2017";"1000";"16,4";"16,4";"14,8";"";"";"";"";"";"";"1016,4";"1016,4";"1016,1";"0,7";"333,0";"1,8";"75,30";"0,0"
"09/08/2017";"1100";"21,4";"21,5";"16,4";"70,0";"";"";"15,7";"";"";"1016,7";"1016,7";"1016,4";"1,2";"351,0";"2,6";"851,30";"0,0"
"09/08/2017";"1200";"23,6";"24,0";"21,3";"58,0";"71,0";"58,0";"14,9";"16,4";"14,9";"1016,8";"1016,9";"1016,6";"1,7";"1,0";"4,2";"1603,40";"0,0"
"09/08/2017";"1300";"25,7";"25,9";"23,6";"52,0";"60,0";"51,0";"15,0";"15,6";"14,3";"1016,5";"1016,9";"1016,5";"1,5";"11,0";"4,4";"2231,50";"0,0"
"09/08/2017";"1400";"27,6";"27,6";"25,7";"49,0";"53,0";"46,0";"15,9";"15,9";"14,3";"1015,5";"1016,5";"1015,5";"2,2";"5,0";"5,0";"2662,40";"0,0"
"09/08/2017";"1500";"28,7";"29,3";"27,3";"42,0";"48,0";"41,0";"14,6";"16,0";"14,2";"1014,5";"1015,5";"1014,5";"2,2";"20,0";"4,9";"2871,60";"0,0"
"09/08/2017";"1600";"29,8";"30,1";"28,6";"42,0";"45,0";"39,0";"15,4";"15,7";"14,0";"1013,4";"1014,5";"1013,4";"1,9";"1,0";"5,1";"2790,90";"0,0"
"09/08/2017";"1700";"29,7";"30,6";"29,7";"38,0";"43,0";"36,0";"13,7";"15,9";"13,5";"1012,7";"1013,4";"1012,7";"2,6";"19,0";"6,0";"2516,40";"0,0"
"09/08/2017";"1800";"29,6";"30,3";"29,5";"39,0";"40,0";"37,0";"14,2";"15,1";"13,7";"1012,4";"1012,7";"1012,3";"2,6";"17,0";"6,9";"2010,40";"0,0"
"09/08/2017";"1900";"28,9";"29,8";"28,9";"40,0";"43,0";"38,0";"13,8";"15,1";"13,8";"1012,6";"1012,6";"1012,3";"2,4";"25,0";"6,9";"1298,70";"0,0"
"09/08/2017";"2000";"27,6";"28,9";"27,6";"43,0";"44,0";"40,0";"13,9";"14,5";"13,8";"1012,9";"1013,0";"1012,6";"2,1";"19,0";"5,9";"321,00";"0,0"
"09/08/2017";"2100";"24,6";"27,6";"24,6";"68,0";"68,0";"43,0";"18,3";"18,4";"13,8";"1013,2";"1013,2";"1012,9";"1,9";"35,0";"5,0";"28,30";"0,0"
"09/08/2017";"2200";"23,2";"24,7";"23,2";"76,0";"76,0";"68,0";"18,7";"18,8";"18,3";"1013,5";"1013,5";"1013,2";"1,2";"44,0";"4,2";"";"0,0"
"09/08/2017";"2300";"22,7";"23,5";"22,7";"73,0";"77,0";"73,0";"17,6";"18,9";"17,6";"1013,9";"1013,9";"1013,5";"1,5";"8,0";"5,0";"";"0,0"
"10/08/2017";"0000";"20,9";"22,7";"20,9";"80,0";"80,0";"73,0";"17,3";"17,6";"17,2";"1014,3";"1014,4";"1013,9";"1,0";"356,0";"5,0";"";"0,0"
"10/08/2017";"0100";"19,5";"20,9";"19,5";"89,0";"89,0";"80,0";"17,6";"17,8";"17,3";"1014,5";"1014,6";"1014,2";"0,9";"352,0";"3,5";"";"0,0"
"10/08/2017";"0200";"20,0";"20,3";"19,4";"83,0";"89,0";"82,0";"17,0";"18,0";"16,9";"1014,5";"1014,7";"1014,5";"1,3";"4,0";"3,7";"";"0,0"
"10/08/2017";"0300";"19,6";"20,4";"19,6";"83,0";"83,0";"81,0";"16,7";"17,2";"16,7";"1014,3";"1014,6";"1014,3";"1,3";"358,0";"4,0";"";"0,0"
"10/08/2017";"0400";"18,7";"19,8";"18,7";"87,0";"87,0";"82,0";"16,5";"16,8";"16,4";"1013,9";"1014,3";"1013,9";"0,7";"353,0";"3,2";"";"0,0"
"10/08/2017";"0500";"17,0";"18,7";"16,9";"";"";"";"";"";"";"1013,7";"1014,0";"1013,7";"0,4";"314,0";"1,9";"";"0,0"
"10/08/2017";"0600";"17,4";"17,5";"16,6";"";"";"";"";"";"";"1014,1";"1014,1";"1013,5";"0,5";"148,0";"1,6";"";"0,0"
"10/08/2017";"0700";"16,5";"17,4";"16,5";"";"";"";"";"";"";"1014,0";"1014,2";"1013,9";"0,3";"4,0";"1,1";"";"0,0"
"10/08/2017";"0800";"16,5";"16,5";"16,2";"";"";"";"";"";"";"1014,7";"1014,7";"1014,0";"0,3";"27,0";"1,4";"";"0,0"
"10/08/2017";"0900";"15,9";"16,5";"15,9";"";"";"";"";"";"";"1015,4";"1015,4";"1014,7";"0,4";"8,0";"1,2";"";"0,0"
"10/08/2017";"1000";"18,0";"18,0";"15,8";"";"";"";"";"";"";"1016,1";"1016,1";"1015,4";"0,3";"347,0";"1,3";"89,30";"0,0"
"10/08/2017";"1100";"23,2";"23,2";"18,0";"79,0";"";"";"19,3";"";"";"1016,7";"1016,8";"1016,1";"1,1";"185,0";"3,1";"754,60";"0,0"
"10/08/2017";"1200";"25,8";"25,8";"23,2";"63,0";"79,0";"61,0";"18,2";"19,6";"17,2";"1017,5";"1017,5";"1016,7";"1,7";"202,0";"6,8";"1478,20";"0,0"
"10/08/2017";"1300";"26,5";"26,7";"25,4";"58,0";"63,0";"56,0";"17,6";"18,2";"16,9";"1017,7";"1017,7";"1017,4";"2,7";"172,0";"8,0";"2072,00";"0,0"
"10/08/2017";"1400";"27,0";"27,2";"26,2";"55,0";"58,0";"55,0";"17,3";"18,0";"16,9";"1017,4";"1017,7";"1017,4";"2,6";"169,0";"7,8";"2532,50";"0,0"
"10/08/2017";"1500";"27,0";"28,0";"26,5";"53,0";"57,0";"50,0";"16,8";"17,5";"16,1";"1017,1";"1017,5";"1017,1";"2,2";"153,0";"8,7";"2585,80";"0,0"
"10/08/2017";"1600";"27,0";"27,7";"26,5";"49,0";"55,0";"44,0";"15,3";"17,5";"14,2";"1016,8";"1017,1";"1016,7";"3,4";"155,0";"10,5";"2708,60";"0,0"
"10/08/2017";"1700";"25,1";"26,9";"25,0";"60,0";"60,0";"45,0";"16,7";"17,2";"13,4";"1016,5";"1016,7";"1016,5";"3,5";"170,0";"9,1";"2448,70";"0,0"
"10/08/2017";"1800";"23,8";"25,3";"23,8";"59,0";"65,0";"59,0";"15,4";"17,6";"15,4";"1016,6";"1016,6";"1016,5";"3,7";"164,0";"9,1";"1626,00";"0,0"
"10/08/2017";"1900";"23,1";"23,9";"23,1";"57,0";"61,0";"55,0";"14,1";"15,7";"14,0";"1017,0";"1017,1";"1016,6";"2,9";"181,0";"10,0";"472,60";"0,0"
"10/08/2017";"2000";"22,5";"23,1";"22,5";"63,0";"63,0";"56,0";"15,1";"15,1";"13,9";"1017,4";"1017,4";"1017,0";"2,3";"178,0";"8,3";"98,40";"0,0"
"10/08/2017";"2100";"22,2";"22,5";"22,1";"67,0";"67,0";"63,0";"15,6";"15,6";"15,1";"1017,6";"1017,6";"1017,4";"1,8";"186,0";"6,6";"7,40";"0,0"
"10/08/2017";"2200";"21,9";"22,2";"21,9";"68,0";"68,0";"67,0";"15,7";"15,7";"15,5";"1018,1";"1018,1";"1017,5";"1,8";"184,0";"6,2";"";"0,0"
"10/08/2017";"2300";"21,9";"21,9";"21,8";"67,0";"68,0";"67,0";"15,5";"15,7";"15,5";"1018,6";"1018,6";"1018,1";"1,5";"194,0";"5,6";"";"0,0"
"11/08/2017";"0000";"21,9";"22,0";"21,8";"66,0";"67,0";"66,0";"15,2";"15,5";"15,2";"1018,9";"1018,9";"1018,6";"1,8";"183,0";"6,1";"";"0,0"
"11/08/2017";"0100";"21,6";"21,9";"21,5";"69,0";"69,0";"66,0";"15,6";"15,6";"15,2";"1019,2";"1019,2";"1018,9";"1,6";"192,0";"5,5";"";"0,0"
"11/08/2017";"0200";"21,4";"21,7";"21,1";"70,0";"72,0";"68,0";"15,8";"16,0";"15,6";"1019,4";"1019,5";"1019,2";"1,3";"202,0";"6,2";"";"0,0"
"11/08/2017";"0300";"21,4";"21,4";"21,2";"70,0";"71,0";"70,0";"15,6";"15,8";"15,6";"1019,5";"1019,6";"1019,4";"1,0";"215,0";"3,9";"";"0,0"
"11/08/2017";"0400";"21,3";"21,5";"21,3";"72,0";"72,0";"70,0";"16,0";"16,0";"15,6";"1019,4";"1019,5";"1019,4";"1,1";"195,0";"6,0";"";"0,0"
"11/08/2017";"0500";"20,6";"21,3";"20,6";"74,0";"75,0";"72,0";"15,9";"16,0";"15,8";"1019,0";"1019,4";"1019,0";"1,2";"209,0";"4,6";"";"0,0"
"11/08/2017";"0600";"21,0";"21,1";"20,6";"71,0";"75,0";"71,0";"15,7";"15,9";"15,6";"1018,8";"1019,0";"1018,8";"1,4";"197,0";"5,2";"";"0,0"
"11/08/2017";"0700";"19,9";"21,1";"19,9";"81,0";"81,0";"71,0";"16,5";"16,6";"15,7";"1018,6";"1018,9";"1018,6";"1,2";"176,0";"5,2";"";"0,0"
"11/08/2017";"0800";"19,9";"20,1";"19,7";"81,0";"82,0";"80,0";"16,6";"16,7";"16,4";"1019,2";"1019,2";"1018,6";"1,4";"164,0";"4,5";"";"0,0"
"11/08/2017";"0900";"20,1";"20,1";"19,8";"80,0";"82,0";"80,0";"16,5";"16,6";"16,4";"1019,6";"1019,6";"1019,1";"1,1";"168,0";"5,9";"";"0,0"
"11/08/2017";"1000";"20,5";"20,6";"20,1";"74,0";"80,0";"73,0";"15,8";"16,6";"15,6";"1020,0";"1020,0";"1019,6";"0,9";"202,0";"5,7";"32,30";"0,0"
"11/08/2017";"1100";"21,5";"21,5";"20,5";"70,0";"74,0";"69,0";"15,7";"15,9";"15,3";"1020,5";"1020,5";"1020,0";"1,3";"212,0";"4,6";"293,40";"0,0"
"11/08/2017";"1200";"22,5";"22,5";"21,4";"65,0";"70,0";"64,0";"15,5";"15,9";"15,1";"1021,1";"1021,1";"1020,5";"1,3";"211,0";"5,0";"612,80";"0,0"
"11/08/2017";"1300";"23,8";"23,8";"22,5";"54,0";"65,0";"53,0";"14,0";"15,7";"13,6";"1021,1";"1021,3";"1021,1";"2,1";"180,0";"7,7";"1305,20";"0,0"
"11/08/2017";"1400";"24,2";"24,2";"23,6";"53,0";"57,0";"52,0";"14,0";"14,9";"13,7";"1020,7";"1021,1";"1020,7";"2,1";"175,0";"6,2";"1311,10";"0,0"
"11/08/2017";"1500";"24,4";"24,4";"23,8";"53,0";"54,0";"51,0";"14,3";"14,5";"13,2";"1020,2";"1020,7";"1020,2";"1,8";"183,0";"7,6";"1578,40";"0,0"
"11/08/2017";"1600";"23,1";"24,4";"23,1";"59,0";"59,0";"52,0";"14,6";"15,1";"13,6";"1019,7";"1020,2";"1019,6";"2,9";"178,0";"8,6";"1472,10";"0,0"
"11/08/2017";"1700";"21,8";"23,0";"21,7";"69,0";"69,0";"59,0";"15,9";"15,9";"14,4";"1019,2";"1019,7";"1019,2";"2,6";"187,0";"8,5";"896,10";"0,0"
"11/08/2017";"1800";"20,5";"22,1";"20,4";"79,0";"79,0";"68,0";"16,7";"16,7";"15,1";"1019,6";"1019,6";"1019,2";"1,7";"211,0";"9,0";"553,30";"0,0"
"11/08/2017";"1900";"19,3";"20,5";"19,3";"89,0";"89,0";"79,0";"17,5";"17,5";"16,7";"1020,1";"1020,1";"1019,6";"1,3";"192,0";"5,7";"353,10";"0,4"
"11/08/2017";"2000";"19,6";"19,6";"19,2";"";"";"";"";"";"";"1020,1";"1020,2";"1020,0";"1,0";"192,0";"4,1";"107,60";"0,2"
"11/08/2017";"2100";"18,7";"19,6";"18,7";"";"";"";"";"";"";"1020,3";"1020,3";"1020,1";"0,7";"254,0";"4,1";"14,90";"0,2"
"11/08/2017";"2200";"18,8";"18,9";"18,6";"";"";"";"";"";"";"1020,7";"1020,7";"1020,3";"0,4";"197,0";"2,8";"";"0,0"
"11/08/2017";"2300";"18,9";"18,9";"18,8";"";"";"";"";"";"";"1021,4";"1021,4";"1020,7";"0,8";"246,0";"1,6";"";"0,0"
"12/08/2017";"0000";"19,0";"19,2";"18,8";"96,0";"100,0";"96,0";"18,3";"19,2";"18,3";"1021,7";"1021,7";"1021,4";"0,4";"37,0";"3,2";"";"0,0"
"12/08/2017";"0100";"18,8";"19,1";"18,7";"88,0";"96,0";"85,0";"16,8";"18,1";"16,5";"1022,1";"1022,1";"1021,7";"0,7";"264,0";"2,0";"";"0,0"
"12/08/2017";"0200";"18,2";"18,8";"18,2";"98,0";"98,0";"88,0";"17,8";"17,8";"16,6";"1021,8";"1022,1";"1021,8";"0,4";"256,0";"1,8";"";"0,0"
"12/08/2017";"0300";"17,9";"18,2";"17,7";"";"";"";"";"";"";"1021,7";"1021,8";"1021,6";"0,8";"272,0";"2,4";"";"0,0"
"12/08/2017";"0400";"18,1";"18,1";"17,9";"100,0";"";"";"18,1";"";"";"1021,4";"1021,7";"1021,4";"0,6";"219,0";"2,4";"";"0,0"
"12/08/2017";"0500";"17,9";"18,4";"17,9";"";"";"";"";"";"";"1021,0";"1021,4";"1021,0";"0,6";"287,0";"1,9";"";"0,0"
"12/08/2017";"0600";"17,7";"17,9";"17,5";"";"";"";"";"";"";"1020,7";"1021,0";"1020,7";"0,3";"158,0";"1,0";"";"0,0"
"12/08/2017";"0700";"17,5";"17,7";"17,5";"";"";"";"";"";"";"1020,6";"1020,7";"1020,5";"0,3";"264,0";"0,6";"";"0,0"
"12/08/2017";"0800";"17,6";"17,7";"17,5";"";"";"";"";"";"";"1020,8";"1020,8";"1020,6";"0,2";"251,0";"1,1";"";"0,0"
"12/08/2017";"0900";"17,3";"17,8";"17,3";"";"";"";"";"";"";"1021,1";"1021,2";"1020,8";"0,4";"239,0";"1,5";"";"0,0"
"12/08/2017";"1000";"18,4";"18,4";"17,1";"";"";"";"";"";"";"1021,5";"1021,5";"1021,1";"0,3";"286,0";"1,5";"115,50";"0,0"
"12/08/2017";"1100";"20,9";"20,9";"18,4";"71,0";"100,0";"71,0";"15,4";"19,7";"15,4";"1021,9";"1021,9";"1021,4";"0,9";"262,0";"2,0";"469,20";"0,0"
"12/08/2017";"1200";"22,1";"22,2";"20,9";"66,0";"72,0";"66,0";"15,4";"16,0";"14,9";"1022,7";"1022,7";"1021,9";"1,2";"179,0";"3,9";"791,90";"0,0"
"12/08/2017";"1300";"23,2";"23,2";"21,7";"64,0";"69,0";"62,0";"16,1";"16,1";"15,1";"1022,3";"1022,7";"1022,3";"1,3";"166,0";"4,2";"1255,60";"0,0"
"12/08/2017";"1400";"21,5";"23,3";"21,4";"72,0";"72,0";"60,0";"16,2";"16,2";"14,8";"1022,3";"1022,3";"1022,2";"1,5";"135,0";"4,8";"890,70";"0,0"
"12/08/2017";"1500";"23,0";"23,0";"21,5";"62,0";"73,0";"61,0";"15,3";"16,5";"14,8";"1021,8";"1022,3";"1021,8";"1,4";"147,0";"4,3";"1101,40";"0,0"
"12/08/2017";"1600";"22,2";"23,3";"22,2";"66,0";"67,0";"58,0";"15,6";"16,3";"14,5";"1021,4";"1021,9";"1021,3";"3,0";"121,0";"6,5";"1524,90";"0,0"
"12/08/2017";"1700";"23,3";"23,4";"22,1";"58,0";"67,0";"58,0";"14,7";"16,2";"14,3";"1020,8";"1021,4";"1020,7";"2,4";"123,0";"6,3";"2227,90";"0,0"
"12/08/2017";"1800";"22,1";"23,3";"22,0";"63,0";"63,0";"56,0";"14,7";"15,1";"13,9";"1020,6";"1020,8";"1020,5";"2,6";"129,0";"5,7";"1199,90";"0,0"
"12/08/2017";"1900";"21,6";"22,2";"21,5";"64,0";"65,0";"63,0";"14,4";"15,0";"14,2";"1020,9";"1020,9";"1020,4";"2,3";"120,0";"5,5";"338,40";"0,0"
"12/08/2017";"2000";"21,4";"21,6";"21,4";"63,0";"64,0";"62,0";"14,0";"14,4";"13,8";"1021,1";"1021,3";"1020,9";"2,2";"145,0";"5,6";"91,20";"0,0"
"12/08/2017";"2100";"21,3";"21,4";"21,2";"62,0";"63,0";"61,0";"13,8";"14,1";"13,5";"1021,4";"1021,4";"1021,1";"1,6";"126,0";"4,3";"12,50";"0,0"
"12/08/2017";"2200";"21,1";"21,3";"21,1";"62,0";"63,0";"61,0";"13,5";"13,9";"13,5";"1022,0";"1022,0";"1021,4";"0,9";"147,0";"4,2";"";"0,0"
"12/08/2017";"2300";"20,6";"21,2";"20,6";"67,0";"67,0";"61,0";"14,3";"14,3";"13,3";"1022,3";"1022,3";"1022,0";"1,1";"175,0";"3,4";"";"0,0"
"13/08/2017";"0000";"19,5";"20,7";"19,5";"79,0";"79,0";"67,0";"15,7";"15,7";"14,6";"1022,4";"1022,4";"1022,2";"0,6";"257,0";"3,4";"";"0,0"
"13/08/2017";"0100";"19,2";"19,5";"19,2";"82,0";"83,0";"78,0";"16,2";"16,3";"15,6";"1022,5";"1022,5";"1022,4";"0,6";"294,0";"1,2";"";"0,0"
"13/08/2017";"0200";"19,2";"19,3";"19,2";"81,0";"83,0";"80,0";"15,8";"16,3";"15,8";"1022,3";"1022,5";"1022,3";"1,3";"328,0";"2,6";"";"0,0"
"13/08/2017";"0300";"18,3";"19,2";"18,3";"93,0";"93,0";"81,0";"17,2";"17,2";"15,8";"1022,1";"1022,4";"1022,1";"0,8";"311,0";"2,4";"";"0,0"
"13/08/2017";"0400";"17,9";"18,7";"17,9";"97,0";"100,0";"91,0";"17,4";"18,5";"16,9";"1021,5";"1022,1";"1021,5";"1,2";"151,0";"3,3";"";"0,0"
"13/08/2017";"0500";"17,6";"17,9";"17,6";"";"";"";"";"";"";"1020,9";"1021,5";"1020,9";"0,6";"307,0";"2,2";"";"0,2"
"13/08/2017";"0600";"17,6";"17,7";"17,5";"";"";"";"";"";"";"1020,5";"1020,9";"1020,5";"0,3";"296,0";"1,6";"";"0,0"
"13/08/2017";"0700";"17,7";"17,7";"17,6";"";"";"";"";"";"";"1020,1";"1020,5";"1020,1";"1,0";"291,0";"1,8";"";"0,0"
"13/08/2017";"0800";"17,5";"17,7";"17,5";"";"";"";"";"";"";"1020,4";"1020,4";"1020,0";"0,2";"343,0";"2,2";"";"0,0"
"13/08/2017";"0900";"17,6";"17,7";"17,4";"";"";"";"";"";"";"1020,9";"1020,9";"1020,4";"1,1";"312,0";"2,1";"";"0,0"
"13/08/2017";"1000";"18,2";"18,3";"17,6";"";"";"";"";"";"";"1021,9";"1021,9";"1020,9";"0,7";"287,0";"2,3";"67,70";"0,0"
"13/08/2017";"1100";"19,8";"19,8";"18,2";"100,0";"";"";"19,8";"";"";"1022,2";"1022,2";"1021,9";"0,8";"319,0";"1,7";"342,10";"0,2"
"13/08/2017";"1200";"22,0";"22,0";"19,8";"71,0";"100,0";"70,0";"16,5";"19,9";"15,9";"1022,5";"1022,7";"1022,2";"0,8";"292,0";"1,9";"945,20";"0,0"
"13/08/2017";"1300";"22,7";"23,4";"22,0";"63,0";"71,0";"61,0";"15,2";"16,7";"15,0";"1022,6";"1022,8";"1022,5";"1,3";"56,0";"3,4";"1776,70";"0,0"
"13/08/2017";"1400";"22,2";"23,9";"22,1";"65,0";"67,0";"60,0";"15,3";"16,3";"14,8";"1022,2";"1022,7";"1022,1";"1,1";"8,0";"3,0";"901,60";"0,0"
"13/08/2017";"1500";"22,3";"22,5";"22,1";"60,0";"65,0";"60,0";"14,2";"15,3";"14,1";"1021,2";"1022,2";"1021,2";"1,2";"78,0";"3,7";"520,30";"0,0"
"13/08/2017";"1600";"23,1";"23,1";"21,9";"60,0";"63,0";"59,0";"14,8";"15,1";"13,9";"1020,3";"1021,2";"1020,2";"1,8";"59,0";"4,0";"648,80";"0,0"
"13/08/2017";"1700";"23,4";"23,5";"23,0";"59,0";"61,0";"56,0";"14,9";"15,3";"13,9";"1019,2";"1020,3";"1019,1";"2,0";"34,0";"4,9";"1424,90";"0,0"
"13/08/2017";"1800";"23,1";"24,4";"22,8";"59,0";"59,0";"54,0";"14,5";"15,6";"13,5";"1018,6";"1019,2";"1018,6";"2,3";"50,0";"5,4";"1712,20";"0,0"
"13/08/2017";"1900";"22,2";"23,8";"22,1";"63,0";"64,0";"57,0";"14,9";"15,3";"14,4";"1018,4";"1018,7";"1018,3";"2,2";"35,0";"6,9";"974,00";"0,0"
"13/08/2017";"2000";"21,6";"22,2";"21,6";"65,0";"65,0";"63,0";"14,7";"15,1";"14,6";"1018,6";"1018,6";"1018,4";"2,5";"49,0";"6,4";"158,00";"0,0"
"13/08/2017";"2100";"21,3";"21,6";"21,3";"68,0";"68,0";"65,0";"15,1";"15,1";"14,7";"1018,3";"1018,6";"1018,3";"1,1";"23,0";"5,1";"8,00";"0,0"
"13/08/2017";"2200";"21,1";"21,4";"21,1";"68,0";"68,0";"66,0";"14,9";"15,2";"14,7";"1018,7";"1018,7";"1018,3";"1,0";"20,0";"4,4";"";"0,0"
"13/08/2017";"2300";"20,7";"21,2";"20,7";"70,0";"71,0";"66,0";"15,0";"15,1";"14,7";"1019,1";"1019,1";"1018,7";"0,6";"9,0";"3,1";"";"0,0"
"14/08/2017";"0000";"19,9";"20,7";"19,9";"78,0";"78,0";"70,0";"16,0";"16,1";"15,1";"1019,2";"1019,2";"1019,0";"0,5";"338,0";"1,8";"";"0,0"
"14/08/2017";"0100";"19,8";"20,0";"19,8";"77,0";"79,0";"77,0";"15,7";"16,1";"15,7";"1019,4";"1019,6";"1019,2";"0,6";"358,0";"1,7";"";"0,0"
"14/08/2017";"0200";"19,7";"19,9";"19,6";"77,0";"79,0";"77,0";"15,6";"16,0";"15,6";"1019,3";"1019,4";"1019,2";"0,9";"325,0";"1,9";"";"0,0"
"14/08/2017";"0300";"19,6";"19,8";"19,6";"77,0";"77,0";"75,0";"15,4";"15,6";"15,2";"1019,3";"1019,4";"1019,2";"1,0";"294,0";"2,2";"";"0,0"
"14/08/2017";"0400";"19,9";"19,9";"19,5";"74,0";"77,0";"73,0";"15,0";"15,4";"14,7";"1019,1";"1019,4";"1019,1";"1,1";"324,0";"2,5";"";"0,0"
"14/08/2017";"0500";"19,6";"19,9";"19,5";"74,0";"76,0";"74,0";"14,9";"15,3";"14,9";"1018,5";"1019,1";"1018,5";"0,9";"330,0";"2,8";"";"0,0"
